,Rooms,Members,Fans,Lights,Freezes,Microwave Oven,Geyser,AC,Washing Machine,TV,PC,Induction Stove,21July unit,21 August unit,21 sep unit,21 oct unit,21 nov unit,21 dec unit,22 jan unit,22 feb unit,22 mar unit,22 april unit,22 may unit,22 june unit,Pre_paid_22_apr_unit,22_may_unit,22_june_unit,22_july_unit,22_aug_unit,22_sep_unit,22_oct_unit,22_nov_unit,22_dec_unit,23_jan_unit,23_feb_unit,23_mar_unit,23_apr_unit,23_may_unit,23_june_unit,23_jul_unit,23_aug_unit,23_sep_unit,23_oct_unit,23_nov_unit,23_dec_unit
22 may unit,0.9671846440733168,-0.09928908571888215,0.62658842039598,0.7741500909166714,0.9902425915783841,0.9671846440733168,0.7189490942706575,0.8854790289481649,0.7414895114425298,0.9671846440733168,0.9671846440733167,0.9671846440733168,0.9833186323860933,0.976162479730953,0.9755757846396351,0.9829700770407536,0.9837706177132362,0.9126842975788715,0.963010173170853,0.9694329343425859,0.9757059261247807,0.98571120231242,1.0,0.9418257713158904,0.5854247408934875,-0.19709123104590281,-0.2022916291480254,0.20017296913168273,-0.10697427947245243,-0.09731688195284548,-0.1449128299379013,-0.1334283524298365,-0.2521534651381214,-0.29606844058210413,-0.17888442011403696,-0.03289278987654712,-0.08213528169694478,-0.0035379094595221713,0.11789447020633463,0.3178136300456804,-0.013898048065809894,-0.03894661176664163,-0.006689574416769528,-0.1483261474927673,-0.29807462879033003
22 june unit,0.9495887342496611,-0.024091747199421056,0.804042848623226,0.5806568972317077,0.9353797312911941,0.9495887342496611,0.7542963620129948,0.959089940798179,0.5944597815774714,0.9495887342496611,0.9495887342496611,0.9495887342496611,0.9855722915096163,0.982591955664503,0.9808176530468175,0.9724377270964496,0.9718765418282652,0.9257069508551033,0.9377286587785075,0.9817194624417455,0.9759533491727683,0.9799207699252468,0.9418257713158904,1.0,0.47863681178740597,-0.1259531780031596,-0.11949599346275401,0.21730781833582494,-0.030816559285501498,-0.009710115114169983,-0.08873280898581473,-0.12244327617695758,-0.3416384780378478,-0.3528910411757962,-0.3560793178804552,0.04164169496031014,0.002622020746937962,0.036207655074556026,0.07521652898433619,0.19420585732262882,0.06675791249741946,0.08287484330396451,0.0774511345478841,-0.0009608002180429278,-0.2338871690651541
Pre_paid_22_apr_unit,0.36432431481667155,0.6576962064198955,0.5805516855206183,0.1945280316093028,0.6866383152649571,0.36432431481667155,-0.14137087004404592,0.22054291041903928,0.03569230243406412,0.36432431481667155,0.36432431481667155,0.36432431481667155,0.5043244879217649,0.44614989402977717,0.4380129001820871,0.4513229111796143,0.45428604788735066,0.21187017035349348,0.34593994630172614,0.41720980966438226,0.4261565501557709,0.48947368713533407,0.5854247408934875,0.47863681178740597,1.0,0.5995209015707602,0.5829755496378433,0.86122725423961,0.6519757691815442,0.6441789233567229,0.6494764391722234,0.6941034350526057,0.6356926443504073,0.6005105397099779,0.6490940687590295,0.6964113295941043,0.6565733243775488,0.748354250108455,0.8634637701491463,0.9530772785860914,0.6993213928093441,0.6298016555828575,0.6988101062289147,0.5259854424899923,0.5331402333292342
22_may_unit,-0.38861346737748936,0.9947542894979046,0.4232076473188007,-0.6681748080710433,-0.0595876097125484,-0.38861346737748936,-0.7334735958264578,-0.3765566143924779,-0.7752053483934117,-0.38861346737748936,-0.3886134673774894,-0.38861346737748936,-0.20318474505463063,-0.2634214804967493,-0.2745394895045198,-0.28521034593230027,-0.2840294784054773,-0.4903263129203575,-0.41794958046593006,-0.2857170934406784,-0.29588692487822543,-0.23416773310526257,-0.19709123104590281,-0.1259531780031596,0.5995209015707602,1.0,0.9993843946613963,0.9167963710056981,0.9954407742208861,0.9928264860980579,0.9978967832344625,0.9835092102423822,0.8785639444374859,0.9153545187175147,0.7173465606983287,0.9857094722732452,0.9915608179157991,0.979057643401697,0.9097637758718621,0.7448511043290826,0.9813933556506577,0.9711609608156606,0.9792982224484433,0.9689969429259911,0.99397584297162
22_june_unit,-0.3879614880259179,0.9945370483153895,0.4378869617244408,-0.6835312565047418,-0.0655636193572365,-0.3879614880259179,-0.7242576399952962,-0.3663809881007882,-0.7847866827857187,-0.3879614880259179,-0.38796148802591796,-0.3879614880259179,-0.20198662343292226,-0.26128537021558657,-0.27243613260524274,-0.284678706953468,-0.28365090879043353,-0.4855886849531285,-0.4178594517297025,-0.28277876903555443,-0.2941319658229721,-0.23356024729696484,-0.2022916291480254,-0.11949599346275401,0.5829755496378433,0.9993843946613963,1.0,0.910915757060395,0.9953241289706515,0.9939249135118353,0.9956924107963797,0.9766756711115254,0.8621429406743917,0.9020877831440173,0.6930003174431802,0.9854492557398605,0.992359924455065,0.9751830046080244,0.8977282258603653,0.7255404739884823,0.9817968281151683,0.9759831380589007,0.9800791313945917,0.9765941512678872,0.9927535860902594
22_july_unit,-0.01764199384662855,0.9478469236119949,0.6189556883508088,-0.32540043247022193,0.3346966170608791,-0.01764199384662855,-0.4767304561757756,-0.06229691704292935,-0.45927470597162456,-0.01764199384662855,-0.01764199384662855,-0.01764199384662855,0.17069179307899532,0.10580287027493472,0.0946559159696432,0.09110513016832146,0.09298864550231382,-0.15007069652151506,-0.04678708165361818,0.07901373154709511,0.07449454332880304,0.1424977605183682,0.20017296913168273,0.21730781833582494,0.86122725423961,0.9167963710056981,0.910915757060395,1.0,0.945326485978269,0.9431774745869477,0.9388600176183729,0.941351618132047,0.8177265038917381,0.8289877425519873,0.707176203014829,0.9643328089807095,0.9485145850098746,0.9785933377764564,0.9780807682585388,0.9104490127465803,0.9655324860518258,0.934046316338363,0.9651997597981071,0.8827686870455601,0.873927359050069
22_aug_unit,-0.29976902205178924,0.999968652674212,0.5027361856197047,-0.6155564890995557,0.03102197983262164,-0.29976902205178924,-0.6669679333240618,-0.28763753125403596,-0.7226287383595531,-0.29976902205178924,-0.2997690220517893,-0.29976902205178924,-0.10951110804877383,-0.170583820006955,-0.18195431308304835,-0.19336201356901989,-0.19221145854620608,-0.4049623908260961,-0.33041895795365933,-0.19321124778252483,-0.20389946601580927,-0.14121703337645689,-0.10697427947245243,-0.030816559285501498,0.6519757691815442,0.9954407742208861,0.9953241289706515,0.945326485978269,1.0,0.999288069062385,0.997077804976792,0.9797755626178484,0.8537770811691279,0.889447659265212,0.6907221732025821,0.997217620521201,0.9992350393190665,0.9903449408315701,0.9251017549078594,0.7711655781155244,0.995232993721964,0.9860480349077954,0.9941192243110135,0.9754861736240403,0.9789908963839615
22_sep_unit,-0.2846593498484009,0.9992680206214277,0.528239136334846,-0.6205469081659251,0.039858872200198264,-0.2846593498484009,-0.647018809396897,-0.2637474678648744,-0.722156554210988,-0.2846593498484009,-0.2846593498484009,-0.2846593498484009,-0.09338345394956218,-0.15364259856582305,-0.1650682976069186,-0.1780276270804101,-0.1770246064835895,-0.38649712588861684,-0.31599548134937017,-0.1755526998284326,-0.18740058987117453,-0.1257068806302365,-0.09731688195284548,-0.009710115114169983,0.6441789233567229,0.9928264860980579,0.9939249135118353,0.9431774745869477,0.999288069062385,1.0,0.9935898737694235,0.9715777518494738,0.8335595090415888,0.8719143370343551,0.6631191004268403,0.9974805663475903,0.9998635341899987,0.9872479827507447,0.915207127155518,0.7565081378720733,0.9964810472490268,0.991550473638787,0.9958727643036956,0.9822286181127166,0.9741830944221799
22_oct_unit,-0.34563035636997624,0.9968636187265284,0.4400806101034886,-0.6189210588590062,-0.006118873704793705,-0.34563035636997624,-0.7139564916242818,-0.3477356528367032,-0.7344929900342655,-0.34563035636997624,-0.34563035636997624,-0.34563035636997624,-0.15878735256767734,-0.22078533715544188,-0.2319699213360133,-0.24065275434141106,-0.2392596413893441,-0.45506115045523926,-0.3747519778370162,-0.2444218091109501,-0.25307528702908194,-0.1892213612244559,-0.1449128299379013,-0.08873280898581473,0.6494764391722234,0.9978967832344625,0.9956924107963797,0.9388600176183729,0.997077804976792,0.9935898737694235,1.0,0.9910886718083234,0.8901658856496217,0.9216778835224897,0.739979417071217,0.990982165279959,0.9933669516499815,0.9896121955630119,0.934521645521253,0.7859699029876543,0.986826090057835,0.9705328200392773,0.9846524098060215,0.9601098877011719,0.9876587982560283
22_nov_unit,-0.35244262077399346,0.9798654411082814,0.36827898481901644,-0.5568727119894288,0.0058164350844561044,-0.35244262077399346,-0.7438729167231437,-0.39017298546220164,-0.6920648597867834,-0.35244262077399346,-0.3524426207739935,-0.35244262077399346,-0.17143071788874395,-0.23577287655073526,-0.24661243599587507,-0.2491758014816248,-0.24723017499564498,-0.47487484588522483,-0.3788054331010563,-0.26196597194264015,-0.26597974212471576,-0.1990442540886547,-0.1334283524298365,-0.12244327617695758,0.6941034350526057,0.9835092102423822,0.9766756711115254,0.941351618132047,0.9797755626178484,0.9715777518494738,0.9910886718083234,1.0,0.9391601194899881,0.9584502455610204,0.8214484154869686,0.9735141195178966,0.9723381286922087,0.9857244383334588,0.96166459194326,0.8416346023282985,0.9666739278003177,0.9339981356925533,0.9630106139113422,0.9143435440836725,0.9769319751589356
22_dec_unit,-0.4872003938255529,0.8533577472829769,0.057146310329181715,-0.47398676298047315,-0.12469244962530059,-0.4872003938255529,-0.8538504456667876,-0.593577461711589,-0.6371047272313637,-0.4872003938255529,-0.48720039382555286,-0.4872003938255529,-0.341549317241069,-0.40371278490464585,-0.4125056022946054,-0.40127635949644624,-0.39833233342052615,-0.6194712903656868,-0.5035303684157106,-0.4322597410439532,-0.4257083564431276,-0.3599039472725511,-0.2521534651381214,-0.3416384780378478,0.6356926443504073,0.8785639444374859,0.8621429406743917,0.8177265038917381,0.8537770811691279,0.8335595090415888,0.8901658856496217,0.9391601194899881,1.0,0.9949430610979875,0.9608217660253899,0.8359009393444592,0.8341734361595595,0.8747914506845169,0.9083742251076704,0.8373304265052476,0.8202747575467317,0.755613374570455,0.8122554748565876,0.7333210581360116,0.8976424391727147
23_jan_unit,-0.5222416823665434,0.8885684871394733,0.09234703863700765,-0.5533029907096717,-0.16568289428307206,-0.5222416823665434,-0.8731773115622259,-0.602642761386374,-0.7049120393480638,-0.5222416823665434,-0.5222416823665434,-0.5222416823665434,-0.36942154360814466,-0.43110596748315294,-0.44033795257241115,-0.43353757255064734,-0.4309524698229878,-0.646473956420911,-0.5408431553923015,-0.4582494701086842,-0.4551214156937628,-0.3903345904288264,-0.29606844058210413,-0.3528910411757962,0.6005105397099779,0.9153545187175147,0.9020877831440173,0.8289877425519873,0.889447659265212,0.8719143370343551,0.9216778835224897,0.9584502455610204,0.9949430610979875,1.0,0.9289552675386943,0.8690796180670455,0.8713738829575028,0.8980825852807947,0.9061745369934076,0.806711552078054,0.8544875583227716,0.801033850069787,0.8471562446348804,0.788211670702324,0.9351974784594553
23_feb_unit,-0.4207726184804043,0.6911236613705082,-0.10286954710418275,-0.2593042254363787,-0.0689825543342281,-0.4207726184804043,-0.7883044952688345,-0.5915081465345731,-0.44259935217092855,-0.4207726184804043,-0.42077261848040437,-0.4207726184804043,-0.3089182097637201,-0.3673536625936199,-0.37411727794035565,-0.3508890744603229,-0.3471395037834763,-0.5632882720515995,-0.42868267104471264,-0.39750269296639,-0.3815622537538861,-0.31834882814322635,-0.17888442011403696,-0.3560793178804552,0.6490940687590295,0.7173465606983287,0.6930003174431802,0.707176203014829,0.6907221732025821,0.6631191004268403,0.739979417071217,0.8214484154869686,0.9608217660253899,0.9289552675386943,1.0,0.6759082799834213,0.6659924126811084,0.7395521928432691,0.8383140643342454,0.8429314691959632,0.6568205033055149,0.5649839117885911,0.6467477172501399,0.52424826760296,0.7406159322453794
23_mar_unit,-0.22800962774458428,0.9977474773449415,0.555851434064089,-0.5633593882887662,0.10494371811246296,-0.22800962774458428,-0.6142196450468238,-0.22005958220431648,-0.6722999405670693,-0.22800962774458428,-0.22800962774458428,-0.22800962774458428,-0.03540283689690033,-0.09715246397104398,-0.10863477398300267,-0.11986370382327918,-0.11867757213750676,-0.33705892518593494,-0.2592537542364104,-0.12024684158954692,-0.1307582393797056,-0.06721725147471926,-0.03289278987654712,0.04164169496031014,0.6964113295941043,0.9857094722732452,0.9854492557398605,0.9643328089807095,0.997217620521201,0.9974805663475903,0.990982165279959,0.9735141195178966,0.8359009393444592,0.8690796180670455,0.6759082799834213,1.0,0.9985157152090238,0.9945769150551835,0.9365168950055829,0.7954130387621715,0.9995780915885881,0.9893476441753026,0.9990810221863748,0.9710132698581979,0.9614025117873177
23_apr_unit,-0.27129870151947516,0.9993438690589368,0.5353185024126207,-0.6075103406440827,0.055243550180596776,-0.27129870151947516,-0.6393287534129544,-0.25327995383172863,-0.7107990364517662,-0.27129870151947516,-0.27129870151947516,-0.27129870151947516,-0.07961136282519371,-0.14023386309180072,-0.15167869767414233,-0.16426198307316622,-0.16321786884465686,-0.37481926797399373,-0.3026374524804838,-0.16242011525937108,-0.17397779669211025,-0.11183920631926182,-0.08213528169694478,0.002622020746937962,0.6565733243775488,0.9915608179157991,0.992359924455065,0.9485145850098746,0.9992350393190665,0.9998635341899987,0.9933669516499815,0.9723381286922087,0.8341734361595595,0.8713738829575028,0.6659924126811084,0.9985157152090238,1.0,0.989354008531552,0.9204518988527359,0.7657298115934724,0.9976657233937055,0.9915561868471433,0.9970907805691602,0.9801392108891362,0.9715506082089179
23_may_unit,-0.21484441363600026,0.9912703550558492,0.5193517827928003,-0.5049694334491447,0.13560503584663833,-0.21484441363600026,-0.6270152759207503,-0.23549871376743123,-0.6303667611819365,-0.21484441363600026,-0.21484441363600024,-0.21484441363600026,-0.024678301940984696,-0.08887581466606202,-0.10020673267926473,-0.10674494058569729,-0.10511384227948345,-0.33579976562035785,-0.24435324644946466,-0.11424191747612665,-0.12119985424122467,-0.054578064530211134,-0.0035379094595221713,0.036207655074556026,0.748354250108455,0.979057643401697,0.9751830046080244,0.9785933377764564,0.9903449408315701,0.9872479827507447,0.9896121955630119,0.9857244383334588,0.8747914506845169,0.8980825852807947,0.7395521928432691,0.9945769150551835,0.989354008531552,1.0,0.9674741399188739,0.8509447574387867,0.9925179161990425,0.9692779574889118,0.9910402546925566,0.9415108887872412,0.9551999841055896
23_june_unit,-0.12188886592762618,0.9272962613315412,0.4501512631429859,-0.3093141254615155,0.25322101750735954,-0.12188886592762618,-0.5874151535063317,-0.20984180712119158,-0.4675877741526926,-0.12188886592762618,-0.1218888659276262,-0.12188886592762618,0.055307536848792194,-0.011886883974305939,-0.022410771577798364,-0.017808316588581896,-0.015214802232992692,-0.26701482913564745,-0.14646036290306702,-0.04155795281677941,-0.03994968830047774,0.031129034232972152,0.11789447020633463,0.07521652898433619,0.8634637701491463,0.9097637758718621,0.8977282258603653,0.9780807682585388,0.9251017549078594,0.915207127155518,0.934521645521253,0.96166459194326,0.9083742251076704,0.9061745369934076,0.8383140643342454,0.9365168950055829,0.9204518988527359,0.9674741399188739,1.0,0.9545086345200965,0.9319698539879839,0.8794143693857052,0.9287794295478803,0.8257716228961806,0.8823136615712268
23_jul_unit,0.06863534248579034,0.7751062614208247,0.40271769659680945,-0.021664783953144584,0.43667896968128744,0.06863534248579034,-0.4305340484221802,-0.0839341007525294,-0.20070363046175357,0.06863534248579034,0.06863534248579034,0.06863534248579034,0.21931742894132744,0.15447142638168468,0.14559232640369008,0.161192073138363,0.16455797728413304,-0.09208380960640547,0.05057677327272361,0.12263718990918386,0.13292584158192,0.20298519351790142,0.3178136300456804,0.19420585732262882,0.9530772785860914,0.7448511043290826,0.7255404739884823,0.9104490127465803,0.7711655781155244,0.7565081378720733,0.7859699029876543,0.8416346023282985,0.8373304265052476,0.806711552078054,0.8429314691959632,0.7954130387621715,0.7657298115934724,0.8509447574387867,0.9545086345200965,1.0,0.7906500152845829,0.7121837770356345,0.7867673926438657,0.628144723987642,0.706911895337456
23_aug_unit,-0.20613310720023914,0.9958708010613743,0.5793891885475667,-0.5560873000826834,0.1232952712279515,-0.20613310720023914,-0.5926397500212494,-0.19396972072803761,-0.6621504900356611,-0.20613310720023914,-0.20613310720023914,-0.20613310720023914,-0.01272876833737092,-0.07407334662367558,-0.08559495904602593,-0.09765978481115464,-0.09655218098819215,-0.31386225692585545,-0.23784108659853467,-0.09682073380414324,-0.10794672702882997,-0.044879066763477866,-0.013898048065809894,0.06675791249741946,0.6993213928093441,0.9813933556506577,0.9817968281151683,0.9655324860518258,0.995232993721964,0.9964810472490268,0.986826090057835,0.9666739278003177,0.8202747575467317,0.8544875583227716,0.6568205033055149,0.9995780915885881,0.9976657233937055,0.9925179161990425,0.9319698539879839,0.7906500152845829,1.0,0.9920046350490549,0.9999025270192305,0.9729795076151725,0.9544382313505494
23_sep_unit,-0.20827475577613347,0.986270163983302,0.6220216292439052,-0.610665636363095,0.09424045600896037,-0.20827475577613347,-0.5589279997182487,-0.16174227672329183,-0.6949191510602253,-0.20827475577613347,-0.20827475577613347,-0.20827475577613347,-0.014873543885189992,-0.07224325449407386,-0.08376794734779758,-0.10136853103443935,-0.10082233163282332,-0.3000543740480053,-0.24165535799375829,-0.09187016955759593,-0.10714933883397015,-0.04883849178079049,-0.03894661176664163,0.08287484330396451,0.6298016555828575,0.9711609608156606,0.9759831380589007,0.934046316338363,0.9860480349077954,0.991550473638787,0.9705328200392773,0.9339981356925533,0.755613374570455,0.801033850069787,0.5649839117885911,0.9893476441753026,0.9915561868471433,0.9692779574889118,0.8794143693857052,0.7121837770356345,0.9920046350490549,1.0,0.9932053433363894,0.9917732317833157,0.9429717558925746
23_oct_unit,-0.19718176451304176,0.9947914539051961,0.5900218371557869,-0.5543506403628701,0.13013337011037074,-0.19718176451304176,-0.5829280276039276,-0.18247311791587653,-0.6587057969202939,-0.19718176451304176,-0.19718176451304179,-0.19718176451304176,-0.0034655866542176194,-0.0645444923483334,-0.07608138738157061,-0.08861994727750733,-0.08755801110122186,-0.3039814274310262,-0.22911739220149324,-0.08707345768302675,-0.09854955249201452,-0.035794306754143405,-0.006689574416769528,0.0774511345478841,0.6988101062289147,0.9792982224484433,0.9800791313945917,0.9651997597981071,0.9941192243110135,0.9958727643036956,0.9846524098060215,0.9630106139113422,0.8122554748565876,0.8471562446348804,0.6467477172501399,0.9990810221863748,0.9970907805691602,0.9910402546925566,0.9287794295478803,0.7867673926438657,0.9999025270192305,0.9932053433363894,1.0,0.9741543156637886,0.9512282979332544
23_nov_unit,-0.29954514679466104,0.9747405092505725,0.5740118225738011,-0.7046289276280587,-0.018490513969330907,-0.29954514679466104,-0.6014281077649227,-0.22758585668185155,-0.7727540345101861,-0.29954514679466104,-0.29954514679466104,-0.29954514679466104,-0.11084747260411709,-0.16447881224843197,-0.17576119209515634,-0.1967355593290327,-0.19657427802678407,-0.3760797973509351,-0.3328696036503399,-0.18147625925748465,-0.19932303630555587,-0.1454572848645395,-0.1483261474927673,-0.0009608002180429278,0.5259854424899923,0.9689969429259911,0.9765941512678872,0.8827686870455601,0.9754861736240403,0.9822286181127166,0.9601098877011719,0.9143435440836725,0.7333210581360116,0.788211670702324,0.52424826760296,0.9710132698581979,0.9801392108891362,0.9415108887872412,0.8257716228961806,0.628144723987642,0.9729795076151725,0.9917732317833157,0.9741543156637886,1.0,0.9503730454395241
23_dec_unit,-0.4861735103773935,0.9775639628946224,0.32671189707170434,-0.7204895339287152,-0.16266054317396775,-0.4861735103773935,-0.8018055051048808,-0.47465690706643876,-0.8264587113548818,-0.4861735103773935,-0.48617351037739354,-0.4861735103773935,-0.3083936789403474,-0.36702362591987747,-0.3777255411036958,-0.38737820341966056,-0.3861707543854002,-0.5828835054855896,-0.5136528782793244,-0.3887140521070603,-0.39813494177286807,-0.33817823726155205,-0.29807462879033003,-0.2338871690651541,0.5331402333292342,0.99397584297162,0.9927535860902594,0.873927359050069,0.9789908963839615,0.9741830944221799,0.9876587982560283,0.9769319751589356,0.8976424391727147,0.9351974784594553,0.7406159322453794,0.9614025117873177,0.9715506082089179,0.9551999841055896,0.8823136615712268,0.706911895337456,0.9544382313505494,0.9429717558925746,0.9512282979332544,0.9503730454395241,1.0
